# RiF 1e-20 (cm^2/W)
# 1w(eV) RpP                     RpS                     RsP                     RsS
00.01    1.94738220548104e-08    9.72960050754691e-10    4.23819634287885e-12    1.67627316511588e-10
00.02    2.60851825905942e-08    1.30391116355462e-09    5.67793172494449e-12    2.24643094905821e-10
00.03    4.03897745953389e-08    2.02027237703216e-09    8.79340895373380e-12    3.48055542561531e-10
00.04    6.45462886871512e-08    3.23080335906401e-09    1.40556632149401e-11    5.56598732123361e-10
00.05    1.01779895611096e-07    5.09823543787328e-09    2.21687535104600e-11    8.78302430912045e-10
00.06    1.56366811752082e-07    7.83878030054497e-09    3.40667648705307e-11    1.35040624114419e-09
00.07    2.33615074697570e-07    1.17215409390845e-08    5.09100997223044e-11    2.01925645184214e-09
00.08    3.39844040416887e-07    1.70679479862997e-08    7.40816157378852e-11    2.94020700040098e-09
00.09    4.82365614570634e-07    2.42513712127311e-08    1.05183260246919e-10    4.17755029926282e-09
00.10    6.69469636848050e-07    3.36970258702692e-08    1.46033738409731e-10    5.80449869581205e-09
00.11    9.10414444949001e-07    4.58822264347458e-08    1.98667429685755e-10    7.90322546698606e-09
00.12    1.21542213507443e-06    6.13369645925774e-08    2.65334406442143e-10    1.05649613313067e-08
00.13    1.59567702924091e-06    8.06447409181602e-08    3.48501240072619e-10    1.38901341116459e-08
00.14    2.06332561771682e-06    1.04443569604298e-07    4.50852167731835e-10    1.79885370613600e-08
00.15    2.63147658093338e-06    1.33427086536611e-07    5.75290375962277e-10    2.29795147404380e-08
00.16    3.31420014735233e-06    1.68345730878604e-07    7.24939262012541e-10    2.89921607073956e-08
00.17    4.12652657891474e-06    2.10007984748083e-07    9.03143696533020e-10    3.61655256561646e-08
00.18    5.08444397213967e-06    2.59281681881087e-07    1.11347135315533e-09    4.46488378233703e-08
00.19    6.20489568573414e-06    3.17095403605610e-07    1.35971408831537e-09    5.46017380740025e-08
00.20    7.50577760039443e-06    3.84439975473468e-07    1.64588934630017e-09    6.61945316942230e-08
00.21    9.00593533525181e-06    4.62370084031938e-07    1.97624151787149e-09    7.96084591381996e-08
00.22    1.07251613455033e-05    5.52006011025639e-07    2.35524328964922e-09    9.50359865617032e-08
00.23    1.26841917857753e-05    6.54535493901475e-07    2.78759700029989e-09    1.12681117931726e-07
00.24    1.49047031789984e-05    7.71215702259856e-07    3.27823614471219e-09    1.32759729742293e-07
00.25    1.74093089671417e-05    9.03375345623906e-07    3.83232702023054e-09    1.55499929125653e-07
00.26    2.02215561923599e-05    1.05241693197320e-06    4.45527041508549e-09    1.81142436645004e-07
00.27    2.33659224694429e-05    1.21981919451938e-06    5.15270329665798e-09    2.09940994484853e-07
00.28    2.68678131624537e-05    1.40713971262703e-06    5.93050051109174e-09    2.42162800934767e-07
00.29    3.07535585568886e-05    1.61601771884641e-06    6.79477662268352e-09    2.78088972215640e-07
00.30    3.50504107062165e-05    1.84817707886803e-06    7.75188799549463e-09    3.18015033434612e-07
00.31    3.97865398266043e-05    2.10542941902027e-06    8.80843515767073e-09    3.62251439541991e-07
00.32    4.49910302406978e-05    2.38967737537385e-06    9.97126527652084e-09    4.11124128512792e-07
00.33    5.06938759942561e-05    2.70291797908627e-06    1.12474746271190e-08    4.64975108723302e-07
00.34    5.69259764258636e-05    3.04724623435716e-06    1.26444108084084e-08    5.24163081468624e-07
00.35    6.37191319000155e-05    3.42485895442680e-06    1.41696746304293e-08    5.89064101797972e-07
00.36    7.11060401840640e-05    3.83805895901219e-06    1.58311217232064e-08    6.60072281254455e-07
00.37    7.91202937679701e-05    4.28925964499900e-06    1.76368640964860e-08    7.37600535523989e-07
00.38    8.77963778807050e-05    4.78098988598549e-06    1.95952722359433e-08    8.22081381847262e-07
00.39    9.71696685029056e-05    5.31589919313694e-06    2.17149780720792e-08    9.13967787359709e-07
00.40    1.07276429374184e-04    5.89676305465595e-06    2.40048788373777e-08    1.01373407094197e-06
00.41    1.18153807180700e-04    6.52648846655085e-06    2.64741412327373e-08    1.12187685808973e-06
00.42    1.29839825438351e-04    7.20811973238183e-06    2.91322047858481e-08    1.23891609367272e-06
00.43    1.42373378221682e-04    7.94484463124088e-06    3.19887840439715e-08    1.36539611377595e-06
00.44    1.55794225626678e-04    8.74000108165092e-06    3.50538692843305e-08    1.50188678335081e-06
00.45    1.70142991969618e-04    9.59708436140155e-06    3.83377267650124e-08    1.64898470442579e-06
00.46    1.85461166700561e-04    1.05197549464582e-05    4.18508993335321e-08    1.80731450455018e-06
00.47    2.01791106465259e-04    1.15118469285684e-05    4.56042076976773e-08    1.97753021240607e-06
00.48    2.19176036013147e-04    1.25773769344390e-05    4.96087529892493e-08    2.16031672994891e-06
00.49    2.37660045798624e-04    1.37205534154158e-05    5.38759196836883e-08    2.35639140272104e-06
00.50    2.57288086433812e-04    1.49457863019354e-05    5.84173795248520e-08    2.56650568625056e-06
00.51    2.78105961366554e-04    1.62576971280515e-05    6.32450952671430e-08    2.79144690827771e-06
00.52    3.00160321346265e-04    1.76611298862556e-05    6.83713237280443e-08    3.03204013593119e-06
00.53    3.23498662872013e-04    1.91611628571017e-05    7.38086171537720e-08    3.28915016680438e-06
00.54    3.48169331191659e-04    2.07631214514247e-05    7.95698226252095e-08    3.56368366979623e-06
00.55    3.74221526176300e-04    2.24725920532864e-05    8.56680791480634e-08    3.85659149943856e-06
00.56    4.01705307531992e-04    2.42954366289545e-05    9.21168164396857e-08    4.16887118692368e-06
00.57    4.30671597410831e-04    2.62378081595661e-05    9.89297535884066e-08    4.50156958498244e-06
00.58    4.61172178936011e-04    2.83061670247476e-05    1.06120901753537e-07    4.85578569173500e-06
00.59    4.93259693227769e-04    3.05072984950170e-05    1.13704569321369e-07    5.23267362420745e-06
00.60    5.26987638262155e-04    3.28483316257178e-05    1.21695364050741e-07    5.63344580535622e-06
00.61    5.62410372811305e-04    3.53367597146953e-05    1.30108193370489e-07    6.05937642875667e-06
00.62    5.99583126236552e-04    3.79804625028928e-05    1.38958260613756e-07    6.51180522700501e-06
00.63    6.38562010932382e-04    4.07877304530795e-05    1.48261056022438e-07    6.99214161764374e-06
00.64    6.79404033814252e-04    4.37672909126585e-05    1.58032347141212e-07    7.50186914990821e-06
00.65    7.22167103569854e-04    4.69283358997333e-05    1.68288168356089e-07    8.04255017020524e-06
00.66    7.66910036074579e-04    5.02805509737525e-05    1.79044813771759e-07    8.61583065472254e-06
00.67    8.13692561541575e-04    5.38341453134022e-05    1.90318826073946e-07    9.22344521219990e-06
00.68    8.62575337076343e-04    5.75998835976091e-05    2.02126992804693e-07    9.86722248147956e-06
00.69    9.13619964103376e-04    6.15891212168437e-05    2.14486347929526e-07    1.05490911959375e-05
00.70    9.66889007572601e-04    6.58138438028658e-05    2.27414184404697e-07    1.12710871272998e-05
00.71    1.02244601558645e-03    7.02867117172932e-05    2.40928063702275e-07    1.20353609163985e-05
00.72    1.08035554306105e-03    7.50211092897065e-05    2.55045803556683e-07    1.28441866248955e-05
00.73    1.14068317910353e-03    8.00311977542055e-05    2.69785430088565e-07    1.36999707265480e-05
00.74    1.20349558003906e-03    8.53319716144964e-05    2.85165092303121e-07    1.46052614455283e-05
00.75    1.26886050062206e-03    9.09393178264016e-05    3.01202972577893e-07    1.55627585150864e-05
00.76    1.33684681962156e-03    9.68700790175467e-05    3.17917222875069e-07    1.65753237383837e-05
00.77    1.40752455657515e-03    1.03142121599727e-04    3.35325949332711e-07    1.76459926846031e-05
00.78    1.48096489053032e-03    1.09774411551916e-04    3.53447227132334e-07    1.87779879626424e-05
00.79    1.55724019261319e-03    1.16787099758229e-04    3.72299108764164e-07    1.99747341938189e-05
00.80    1.63642408116086e-03    1.24201617400543e-04    3.91899602902548e-07    2.12398745915476e-05
00.81    1.71859149926684e-03    1.32040780799589e-04    4.12266600339776e-07    2.25772888682857e-05
00.82    1.80381880090481e-03    1.40328904637379e-04    4.33417761008462e-07    2.39911123850727e-05
00.83    1.89218383563655e-03    1.49091924049582e-04    4.55370391643141e-07    2.54857568299693e-05
00.84    1.98376602315534e-03    1.58357529270906e-04    4.78141315335518e-07    2.70659332329648e-05
